link	length	PCE	speed
10242	0.0604	497.6357	62.2947
10243	0.2654	0.0009	49.1569
10244	0.2551	0.0030	49.0012
10245	0.3432	0.0014	49.1077
10246	0.0274	33.6241	27.7120
10247	0.1162	75.5822	27.4416
10248	0.1428	13.0057	46.6591
10249	0.0075	14.6644	46.6026
10250	0.0512	0.0000	50.0000
10251	0.0589	14.8335	46.5971
10252	0.1249	28.9114	46.2656
10253	0.0242	0.0000	50.0000
10254	0.3712	0.0000	29.9639
10255	0.0134	25.6826	46.3265
10256	0.0187	28.9114	46.2656
10257	0.0175	17.8521	46.5079
10258	0.1841	2.8200	47.3068
10259	0.0190	7.2998	46.9193
10260	0.1176	38.2376	46.1181
10261	0.9281	0.0000	50.0000
10262	0.0363	0.0000	50.0000
10263	0.0580	0.0000	20.0000
10264	0.0630	0.0000	50.0000
10265	0.8502	101.5390	45.5600
10266	0.2891	77.2547	45.7231
10267	0.0109	2.8200	47.3068
10268	0.0058	12.0866	18.6773
10269	0.0662	0.0000	30.0000
10270	0.1480	251.2289	26.9872
10271	0.0490	24.3465	27.8122
10272	0.0118	17.8521	46.5079
10273	0.2658	2.8200	47.3068
10274	0.1110	0.0000	30.0000
10275	0.0772	0.3136	28.8198
10276	0.0577	19.4222	27.8800
10277	0.1062	0.3727	28.7901
10278	0.2152	0.0000	50.0000
10279	0.1456	0.0000	50.0000
10280	0.0748	0.0000	50.0000
10281	0.1262	2.7168	28.3926
10282	0.0177	0.0000	20.0000
10283	0.0193	0.0000	20.0000
10284	0.0485	0.0000	20.0000
10285	0.0083	0.0000	20.0000
10286	0.0362	0.0000	20.0000
10287	0.0529	0.3122	19.2137
10288	0.0090	0.0000	20.0000
10289	0.0432	0.0000	20.0000
10290	0.0134	0.0000	20.0000
10291	0.0118	0.0000	20.0000
10292	0.0664	0.0000	20.0000
10293	0.0430	148.4747	27.1944
10294	0.0219	148.4747	27.1944
10295	0.0346	0.0000	50.0000
10296	0.0103	144.9306	64.0647
10297	0.0393	133.8536	45.3895
10298	0.4362	24.1188	46.3585
10299	0.0249	181.4951	63.2726
10300	0.1978	0.0000	50.0000
10301	0.0084	81.9759	45.6882
10302	0.1066	112.1512	45.4993
10303	0.0890	0.0000	70.0000
10304	0.0315	71.3795	45.7693
10305	0.0886	61.3691	45.8563
10306	0.0615	0.0000	50.0000
10307	0.1399	0.0000	50.0000
10308	0.0507	0.0000	50.0000
10309	0.0480	0.0000	50.0000
10310	0.1152	0.0000	50.0000
10311	0.4373	14.1790	46.6185
10312	0.1501	7.4217	46.9121
10313	0.5058	0.0000	30.0000
10314	0.3547	77.2547	45.7231
10315	0.0184	132.3564	45.3965
10316	0.0173	132.3564	45.3965
10317	0.1929	0.0000	30.0000
10318	0.1682	0.0000	30.0000
10319	0.1124	0.0000	30.0000
10320	0.1879	0.0116	29.2692
10321	0.0076	0.0000	30.0000
10322	0.0042	0.0000	30.0000
10323	0.0146	0.0000	50.0000
10324	0.0249	232.8036	63.0421
10325	0.7546	821.8336	61.7634
10326	0.0690	232.8036	63.0421
10327	0.1388	6.9350	46.9415
10328	0.0247	97.4392	45.5850
10329	0.4817	98.2329	45.5801
10330	0.1346	41.8894	64.4963
10331	0.2450	2.3392	47.3774
10332	0.2138	0.0000	50.0000
10333	0.1674	0.0000	50.0000
10334	0.1916	41.8894	64.4963
10335	0.2402	0.0000	50.0000
10336	0.1070	68.0391	45.7971
10337	0.6806	0.0001	49.4542
10338	0.2299	0.0271	48.6210
10339	0.0490	0.0000	50.0000
10340	0.0663	0.0000	50.0000
10341	0.0426	0.0000	50.0000
10342	0.1142	0.0000	50.0000
10343	0.1400	0.0000	50.0000
10344	0.0168	155.0924	63.4147
10345	0.3956	0.0000	50.0000
10346	0.7687	0.0000	50.0000
10347	0.0169	2.9825	47.2854
10348	1.5682	10.0085	65.4914
10349	0.1290	11.6064	46.7120
10350	0.1487	0.0000	30.0000
10351	0.0115	0.0000	30.0000
10352	0.1500	5.8835	47.0115
10353	0.4068	6.1403	46.9935
10354	0.0138	17.8521	27.9048
10355	0.3373	2.8200	47.3068
10356	0.1548	3.2982	47.2463
10357	0.0740	0.4336	28.7635
10358	0.0088	0.0000	30.0000
10359	0.1116	0.0000	30.0000
10360	0.0802	0.0000	30.0000
10361	0.0299	0.0000	30.0000
10362	0.5675	0.0000	50.0000
10363	0.0208	2.8200	28.3841
10364	0.0025	223.5958	45.0571
10365	0.1590	178.6046	45.2052
10366	0.0092	0.0000	30.0000
10367	0.0461	0.0000	30.0000
10368	0.0274	0.0000	30.0000
10369	0.5135	0.0000	50.0000
10370	0.0910	0.0091	29.2947
10371	0.0312	0.0000	30.0000
10372	0.0054	243.5818	44.9996
10373	0.0319	251.0393	44.9792
10374	0.0835	4.9024	47.0875
10375	0.0273	90.3536	45.6304
10376	0.1738	99.7227	45.5710
10377	0.2627	0.0000	50.0000
10378	0.0177	312.7375	63.4073
10379	0.2013	468.3174	62.3570
10380	0.0083	244.9839	44.9957
10381	0.0088	204.7011	45.1158
10382	0.0020	2.4789	47.3557
10383	0.0091	2.8806	47.2987
10384	0.1085	0.0000	50.0000
10385	0.1360	0.1463	48.2382
10386	0.0965	0.0853	48.3707
10387	0.0674	0.0000	50.0000
10388	0.0983	0.0000	30.0000
10389	0.1085	74.5416	27.4464
10390	0.0358	0.0000	30.0000
10391	0.1321	0.0000	50.0000
10392	0.0828	0.0000	50.0000
10393	0.1023	0.0000	50.0000
10394	0.0603	0.0000	50.0000
10395	0.1009	0.0000	50.0000
10396	0.0317	0.0000	50.0000
10397	0.0851	31.1814	46.2262
10398	0.1063	21.6336	46.4132
10399	0.0552	244.9839	44.9957
10400	0.1313	2.8806	47.2987
10401	0.4264	0.0000	50.0000
10402	0.0963	0.0000	50.0000
10403	0.0298	18.5681	46.4887
10404	0.0141	0.4821	47.9075
10405	0.0910	18.0918	46.5014
10406	0.4901	183.7160	63.2615
10407	0.0069	199.0209	45.1343
10408	0.2443	774.5191	26.4976
10409	0.1524	20.8238	46.4322
10410	0.3062	0.0000	50.0000
10411	0.1344	0.0000	30.0000
10412	0.1487	0.0000	30.0000
10413	0.2660	0.0028	68.6183
10414	0.0796	0.0000	50.0000
10415	0.0604	27.0768	46.2995
10416	0.0916	46.0794	27.6100
10417	0.1875	0.0028	49.0131
10418	0.7629	0.0000	50.0000
10419	0.0829	0.1131	48.3027
10420	0.1490	0.0000	30.0000
10421	0.1313	0.0000	50.0000
10422	0.8332	0.0028	49.0131
10423	0.2874	0.0000	50.0000
10424	0.0370	0.0000	50.0000
10425	0.0406	0.0000	50.0000
10426	0.0804	0.0000	50.0000
10427	0.0121	25.1070	46.3381
10428	0.0553	23.6839	46.3677
10429	0.5169	0.2172	28.8807
10430	0.1384	0.9154	47.7059
10431	0.1838	0.0000	50.0000
10432	0.0496	237.8813	45.0156
10433	0.0235	397.2244	44.6596
10434	0.3619	0.0000	50.0000
10435	0.0783	0.0000	50.0000
10436	0.2184	0.0000	50.0000
10437	0.0072	0.0000	50.0000
10438	0.0108	0.0000	50.0000
10439	0.0249	260.8001	44.9533
10440	0.0362	116.9934	45.4733
10441	0.0108	0.0000	50.0000
10442	0.0413	0.0000	50.0000
10443	0.0294	0.0000	50.0000
10444	0.0256	0.0000	30.0000
10445	0.0982	0.0000	30.0000
10446	0.1993	0.0000	50.0000
10447	0.0979	0.0000	50.0000
10448	0.0139	0.0000	50.0000
10449	0.1782	0.0000	50.0000
10450	0.0129	0.0000	50.0000
10451	0.0697	0.0000	50.0000
10452	0.0119	0.0000	50.0000
10453	0.0581	0.0000	50.0000
10454	0.0162	0.0000	50.0000
10455	0.0093	0.0000	50.0000
10456	0.1198	0.0000	30.0000
10457	0.0164	80.6790	45.6976
10458	0.1142	57.1870	45.8963
10459	0.0898	80.6790	45.6976
10460	0.0094	57.1870	45.8963
10461	0.1381	0.0000	50.0000
10462	0.0366	0.0000	50.0000
10463	0.0453	0.0000	50.0000
10464	0.1458	0.0000	50.0000
10465	0.0585	0.0000	50.0000
10466	0.0077	233.1303	45.0291
10467	0.0874	0.0000	30.0000
10468	0.0115	406.4515	44.6432
10469	0.0300	268.0347	44.9346
10470	0.1980	105.3685	45.5375
10471	0.1104	235.7555	45.0216
10472	0.0215	0.0000	50.0000
10473	0.0090	0.0000	50.0000
10474	0.1334	0.0000	50.0000
10475	0.0523	0.0000	50.0000
10476	0.1650	0.0000	50.0000
10477	0.3036	41.6907	46.0714
10478	1.1898	27.5830	46.2899
10479	0.2476	0.0000	30.0000
10480	0.0135	27.9067	27.7703
10481	0.0074	21.7753	27.8459
10482	0.0109	0.0000	30.0000
10483	0.0611	654.7259	44.7965
10484	0.0849	593.2804	44.3657
10485	0.0516	577.3796	44.3861
10486	0.0159	735.6646	44.2024
10487	0.0377	0.0000	50.0000
10488	0.0160	0.0000	20.0000
10489	0.0259	0.0000	20.0000
10490	0.1022	0.0000	20.0000
10491	0.0553	0.0000	50.0000
10492	0.2006	0.0000	50.0000
10493	0.2890	131.2803	45.4017
10494	0.4408	166.0652	63.3532
10495	0.0187	0.0000	20.0000
10496	0.0390	0.0000	20.0000
10497	0.0754	0.0000	20.0000
10498	0.0060	0.0000	20.0000
10499	0.0153	0.0000	50.0000
10500	0.4267	3.7183	47.1992
10501	0.1051	4.9943	47.0798
10502	0.0165	0.0000	50.0000
10503	0.2750	0.0000	50.0000
10504	0.0185	186.7884	45.6105
10505	0.0177	1.7365	47.4863
10506	0.0944	0.0000	50.0000
10507	0.5088	110.1834	45.5102
10508	0.5121	76.4972	45.7289
10509	0.3991	52.4389	45.9450
10510	0.0729	70.7361	45.7746
10511	0.5071	4.0754	47.1626
10512	0.2949	59.0785	45.8779
10513	0.1805	85.4957	45.6633
10514	0.0790	23.3583	46.3747
10515	0.0942	345.8138	62.6612
10516	0.0283	269.5078	62.9033
10517	0.1429	10.4985	46.7579
10518	0.6736	30.8134	46.2325
10519	0.3970	0.0195	48.6858
10520	0.0944	0.0000	50.0000
10521	0.4807	7.0115	46.9367
10522	0.1450	0.0000	50.0000
10523	0.0371	0.0000	50.0000
10524	0.0129	0.0000	50.0000
10525	0.1213	0.0000	50.0000
10526	0.0196	0.0000	50.0000
10527	0.1587	0.0000	50.0000
10528	0.0442	0.8277	47.7387
10529	0.1036	0.7462	47.7721
10530	0.0644	0.0121	48.7743
10531	0.0449	0.0000	50.0000
10532	0.0109	58.4431	45.8840
10533	0.0623	17.2621	46.5243
10534	0.0204	83.3267	45.6785
10535	0.1401	125.9987	45.4273
10536	0.0123	2.9183	47.2937
10537	0.5059	82.8981	45.6816
10538	0.6096	29.3437	46.2579
10539	0.2988	23.8595	46.3639
10540	0.0117	0.8991	47.7118
10541	0.1006	0.7267	47.7805
10542	0.1719	2.9183	47.2937
10543	0.1301	0.0000	30.0000
10544	0.0844	21.6797	46.4121
10545	0.1154	2.9183	47.2937
10546	0.0915	2.9183	47.2937
10547	0.0844	0.0000	50.0000
10548	0.1658	2.9183	47.2937
10549	0.2422	16.9938	46.5319
10550	0.1658	13.4407	46.6437
10551	0.2753	2.9183	47.2937
10552	0.1063	5.8743	47.0122
10553	0.6793	35.9797	46.1507
10554	0.2683	36.2094	46.1473
10555	1.0056	5.8742	47.0122
10556	0.2284	0.0001	49.4169
10557	0.2408	0.0001	49.4169
10558	0.0827	0.0000	30.0000
10559	0.5040	0.0175	48.7059
10560	0.3109	0.0460	48.5104
10561	0.1779	133.2442	63.5493
10562	0.0295	169.4938	63.3348
10563	0.0131	169.4938	63.3348
10564	0.2275	0.0000	50.0000
10565	0.0112	34.5455	46.1723
10566	0.0115	22.4218	46.3953
10567	0.0718	0.0000	50.0000
10568	0.1452	0.0000	50.0000
10569	0.1483	0.0000	50.0000
10570	0.0973	0.0000	50.0000
10571	0.0211	24.4292	46.3520
10572	0.0869	4.9117	28.2520
10573	0.2481	37.9777	46.1218
10574	0.0738	0.0000	30.0000
10575	0.2263	0.0000	30.0000
10576	0.0382	4.9117	28.2520
10577	0.0775	28.8042	27.7605
10578	0.1550	32.1331	27.7263
10579	0.1434	395.9175	44.6620
10580	0.1328	242.1625	45.0035
10581	0.0035	4.9117	28.2520
10582	0.0782	4.9117	28.2520
10583	0.1143	0.0000	30.0000
10584	0.1904	0.0000	30.0000
10585	0.2134	0.0000	30.0000
10586	0.0866	4.9117	28.2520
10587	0.0345	133.0165	45.3934
10588	0.1341	44.1216	46.0405
10589	0.0811	0.0000	50.0000
10590	0.1893	27.2544	46.2961
10591	0.0942	209.2634	45.1012
10592	0.3931	7.0947	46.9316
10593	0.0237	59.6939	45.8720
10594	0.1506	43.2456	46.0515
10595	0.2343	6.9000	46.9436
10596	0.7250	14.1708	46.6188
10597	0.2246	51.3656	45.9566
10598	0.0089	98.8618	63.8067
10599	0.0846	2.0350	47.4289
10600	0.2990	86.4235	45.6569
10601	0.1058	0.0000	50.0000
10602	0.2099	0.0000	50.0000
10603	0.2861	0.0000	50.0000
10604	0.0124	0.0000	50.0000
10605	0.0182	0.0000	50.0000
10606	0.0188	0.0000	50.0000
10607	0.0165	0.0000	50.0000
10608	0.2742	0.0000	50.0000
10609	0.0294	0.0000	50.0000
10610	0.0463	548.9830	44.4237
10611	0.0166	514.0232	44.4724
10612	0.0085	75.1570	45.7393
10613	0.0281	64.8563	45.8247
10614	0.0842	3.0504	28.3660
10615	0.1061	0.0000	50.0000
10616	0.1620	0.0000	50.0000
10617	0.2147	0.0000	50.0000
10618	0.0311	39.9661	27.6566
10619	0.0564	75.0060	27.4443
10620	0.0122	0.0000	50.0000
10621	0.1394	22.9676	27.8299
10622	0.0347	62.0547	27.5100
10623	0.2885	9.1719	28.0913
10624	0.0247	0.7670	19.1053
10625	0.0507	43.8171	27.6266
10626	0.0638	32.9699	27.7182
10627	0.1357	0.0000	50.0000
10628	0.2666	0.0000	50.0000
10629	0.0079	1.6159	28.5072
10630	0.0300	0.1354	28.9547
10631	0.1380	0.2320	28.8700
10632	0.0861	119.6892	27.2755
10633	0.1135	60.5650	45.8638
10634	0.0435	123.5319	45.4396
10635	0.1076	17.3586	27.9129
10636	0.1835	64.9657	45.8237
10637	0.2406	24.4292	46.3520
10638	0.0116	0.0000	50.0000
10639	0.0299	0.0000	50.0000
10640	0.0521	61.4054	45.8559
10641	0.0272	197.0773	27.0845
10642	0.2647	59.6939	45.8720
10643	0.0744	0.0000	30.0000
10644	0.0645	786.6364	26.4904
10645	0.1668	247.7651	44.9881
10646	0.0343	0.0000	50.0000
10647	0.3030	0.0000	30.0000
10648	0.1863	18.0285	46.5032
10649	0.1327	104.9576	45.5399
10650	0.0920	0.0000	50.0000
10651	0.0058	17.8521	27.9048
10652	0.0192	11.7182	46.7076
10653	1.2044	34.8754	64.6341
10654	0.2955	72.2074	45.7626
10655	0.3023	54.6116	45.9223
10656	0.0487	0.0000	50.0000
10657	0.0515	0.0000	50.0000
10658	0.0142	73.4168	45.7529
10659	0.0139	46.1891	46.0154
10660	0.0934	7.0677	46.9333
10661	0.0826	22.2635	46.3988
10662	0.0367	33.3711	27.7143
10663	0.1276	45.8920	27.6114
10664	0.1241	56.4039	45.9041
10665	0.0463	44.2108	46.0394
10666	0.1587	13.2659	46.6499
10667	0.1377	0.0000	50.0000
10668	0.0851	43.1889	46.0522
10669	0.0914	0.8229	47.7406
10670	0.1126	2.9980	28.3700
10671	0.0339	54.6700	45.9217
10672	0.2477	24.2832	46.3550
10673	0.2096	69.8087	45.7822
10674	0.2235	63.7312	45.8347
10675	0.2212	0.3888	47.9712
10676	0.1695	0.0000	50.0000
10677	0.0238	0.0099	48.8089
10678	0.0163	4.3100	47.1400
10679	0.0186	0.6561	47.8128
10680	0.1441	0.0000	49.6107
10681	0.0366	0.0000	50.0000
10682	0.0123	0.0000	50.0000
10683	0.0126	67.8037	45.7991
10684	0.0526	56.7454	45.9007
10685	0.1459	0.0000	50.0000
10686	0.0384	17.2061	46.5259
10687	0.0696	8.7576	46.8394
10688	0.0801	120.3656	45.4557
10689	0.1637	43.0916	46.0534
10690	0.1046	113.4666	45.4922
10691	0.0025	54.2526	45.9260
10692	0.2713	62.3503	45.8472
10693	0.0468	34.7054	46.1698
10694	0.0549	0.0000	50.0000
10695	0.0120	0.0000	50.0000
10696	0.0165	0.0000	49.4714
10697	0.5452	8.7661	46.8390
10698	0.1282	5.0737	47.0733
10699	0.0143	0.0000	20.0000
10700	0.0501	0.0000	50.0000
10701	0.0787	0.0000	50.0000
10702	0.0494	0.0000	50.0000
10703	0.0309	0.0000	50.0000
10704	0.0597	0.0000	50.0000
10705	0.0546	0.0000	50.0000
10706	0.0733	10.2175	28.0621
10707	0.1562	39.1592	27.6632
10708	0.0809	0.0000	50.0000
10709	0.0290	14.9415	46.5937
10710	0.3183	0.0000	70.0000
10711	0.0905	0.0000	70.0000
10712	0.1547	160.9677	63.3813
10713	0.1875	0.0000	50.0000
10714	0.0132	8.2840	46.8640
10715	0.1170	28.6253	46.2708
10716	0.0028	244.2644	62.9968
10717	0.2960	889.9700	61.6762
10718	0.0313	174.8134	45.2191
10719	0.0392	0.0000	30.0000
10720	0.0928	26.7091	27.7839
10721	0.1058	9.8636	28.0717
10722	0.0784	0.0000	30.0000
10723	0.0366	0.0000	30.0000
10724	0.1897	0.0000	30.0000
10725	0.0473	34.5996	46.1714
10726	0.1285	29.0542	46.2631
10727	0.0156	80.6790	45.6976
10728	0.0058	57.1870	45.8963
10729	0.0069	0.0000	50.0000
10730	0.0483	0.0000	50.0000
10731	0.1355	0.0000	50.0000
10732	0.1149	0.0000	50.0000
10733	0.2949	14.5860	46.6051
10734	0.0200	57.0929	45.8973
10735	0.0373	47.1724	46.0038
10736	0.2858	13.4679	46.6428
10737	0.0251	38.6302	46.1126
10738	0.0870	26.3308	46.3138
10739	0.1115	65.2710	45.8210
10740	0.0426	13.4260	46.6442
10741	0.3662	0.0000	50.0000
10742	0.4344	91.6017	45.6221
10743	0.1422	0.0000	50.0000
10744	0.0102	0.0000	50.0000
10745	0.0316	104.2508	45.5440
10746	0.1887	6.0101	47.0025
10747	0.0666	8.5759	46.8487
10748	0.0845	6.4718	46.9711
10749	0.0647	8.1143	46.8731
10750	0.0175	63.6890	45.8351
10751	0.1872	67.6650	45.8003
10752	0.0228	124.3674	45.4354
10753	0.0180	124.3674	45.4354
10754	0.0187	8.1143	46.8731
10755	0.0515	0.0000	50.0000
10756	0.0240	0.0000	50.0000
10757	0.0035	19.5646	46.4631
10758	0.0148	20.5545	46.4386
10759	0.2271	16.6902	46.5406
10760	0.0922	17.6393	46.5138
10761	0.0845	18.5927	27.8929
10762	0.0162	20.5545	46.4386
10763	0.0818	8.5759	28.1092
10764	0.1142	0.0000	50.0000
10765	0.0543	104.2508	27.3264
10766	0.0422	140.5212	45.3589
10767	0.0645	50.9474	45.9611
10768	0.0243	0.0000	20.0000
10769	0.0614	0.0000	50.0000
10770	0.0984	0.3696	28.7916
10771	0.5272	0.2151	28.8823
10772	0.2862	0.0000	30.0000
10773	0.0646	0.0000	50.0000
10774	0.3514	0.0000	50.0000
10775	0.0641	0.0000	50.0000
10776	0.0216	0.0000	50.0000
10777	0.3177	8.2892	46.8637
10778	0.3456	12.0381	46.6951
10779	0.0875	0.0000	50.0000
10780	0.0491	0.0000	50.0000
10781	0.0234	0.0000	50.0000
10782	0.1211	0.0000	50.0000
10783	0.0516	66.0101	45.8145
10784	0.0345	84.6775	45.6690
10785	0.9333	0.0000	50.0000
10786	0.8784	0.0000	70.0000
10787	0.1108	124.3306	45.4356
10788	0.2567	10.5683	46.7549
10789	0.2015	14.5929	46.6049
10790	0.1481	0.0000	50.0000
10791	0.3360	14.5929	46.6049
10792	0.3274	0.0000	50.0000
10793	0.4168	2.3392	47.3774
10794	0.0602	0.0000	50.0000
10795	0.0540	41.8894	46.0688
10796	0.1805	2.3392	47.3774
10797	0.2383	0.0000	50.0000
10798	0.2365	2.3392	47.3774
10799	0.2326	0.0000	50.0000
10800	0.0688	0.0000	50.0000
10801	0.2210	0.0000	70.0000
10802	0.2713	174.4597	45.2204
10803	0.0706	2.8691	28.3801
10804	0.1066	2.9307	28.3753
10805	0.0924	6.6956	28.1739
10806	0.0564	0.0000	30.0000
10807	0.0821	2.8551	28.3813
10808	0.1304	0.0197	29.2102
10809	0.0742	3.1101	28.3615
10810	0.1554	0.0049	29.3549
10811	0.0941	23.6376	27.8212
10812	0.1098	6.5412	28.1799
10813	0.0390	49.1053	27.5890
10814	0.0954	57.7554	27.5344
10815	0.1280	37.5636	27.6766
10816	0.0638	21.7137	27.8468
10817	0.0368	0.0000	30.0000
10818	0.0047	37.6183	27.6761
10819	0.0047	21.7137	27.8468
10820	0.0296	12.2366	46.6875
10821	0.1056	0.0000	50.0000
10822	0.0450	0.0044	29.3649
10823	0.0727	0.0295	29.1622
10824	0.0804	0.2460	28.8604
10825	0.2123	11.5416	28.0287
10826	0.0676	32.4296	46.2057
10827	0.0346	52.6131	45.9432
10828	0.1455	81.0454	45.6950
10829	0.0249	47.3342	46.0019
10830	0.9830	35.6950	46.1549
10831	0.0042	11.6194	28.0269
10832	0.0634	6.5364	28.1801
10833	0.0495	8.9183	28.0988
10834	0.0472	26.2561	46.3152
10835	0.0127	32.4321	46.2056
10836	0.0783	49.8221	45.9736
10837	0.1586	0.0000	49.4995
10838	0.3932	26.2561	46.3152
10839	0.0417	3.3512	28.3441
10840	0.1200	104.2989	45.5437
10841	0.7343	79.3625	45.7073
10842	0.1161	0.0000	50.0000
10843	0.0170	98.3652	45.5793
10844	0.4185	5.9337	47.0079
10845	0.0871	79.3625	45.7073
10846	0.0196	0.0033	29.3913
10847	0.0466	0.0011	29.4817
10848	0.0851	0.0044	29.3649
10849	0.0050	0.0066	29.3264
10850	0.0354	0.0027	29.4083
10851	0.0732	0.0096	29.2895
10852	0.0422	0.0030	29.4000
10853	0.0051	135.4802	45.3819
10854	0.0055	100.9961	45.5633
10855	0.0995	100.9961	45.5633
10856	0.1060	0.0000	50.0000
10857	0.0098	95.0986	45.5996
10858	0.0707	21.6336	46.4132
10859	0.0596	135.4802	45.3819
10860	0.4858	79.3625	45.7073
10861	0.2302	0.0000	50.0000
10862	0.1120	0.0000	50.0000
10863	0.1256	0.0000	50.0000
10864	0.5993	0.0000	50.0000
10865	0.1814	0.0000	50.0000
10866	0.0051	0.0000	50.0000
10867	0.1795	0.0000	30.0000
10868	0.0306	6.6956	28.1739
10869	0.0356	1.1972	28.5697
10870	0.0598	0.0000	30.0000
10871	0.1023	6.6956	28.1739
10872	0.0320	0.0000	30.0000
10873	0.0583	1.1972	28.5697
10874	0.0510	0.0000	30.0000
10875	0.0321	0.0000	30.0000
10876	0.0109	0.0000	30.0000
10877	0.0461	0.0000	30.0000
10878	0.0215	0.0000	30.0000
10879	0.0632	0.0000	30.0000
10880	0.0662	6.6956	28.1739
10881	0.1322	216.0733	27.0479
10882	0.0245	0.0000	30.0000
10883	0.0713	0.0000	30.0000
10884	0.0697	0.0000	30.0000
10885	0.1574	0.0000	30.0000
10886	0.0970	194.9358	27.0888
10887	0.1251	90.3480	45.6304
10888	0.0653	153.9791	45.3008
10889	0.0791	0.0000	30.0000
10890	0.0708	0.0000	30.0000
10891	0.1124	0.0000	50.0000
10892	0.1191	0.0000	50.0000
10893	0.1241	41.2800	46.0768
10894	0.2651	24.1700	46.3574
10895	0.1334	1.5549	47.5255
10896	0.6557	310.5239	44.8333
10897	0.1447	51.0674	27.5759
10898	0.1324	139.6126	63.5081
10899	0.3095	166.7638	63.3494
10900	0.0553	0.0000	50.0000
10901	0.3557	0.0000	50.0000
10902	0.2233	0.0000	50.0000
10903	0.2571	1.5549	47.5255
10904	0.0790	0.0000	50.0000
10905	0.2752	0.1308	48.2665
10906	0.0347	0.0000	50.0000
10907	0.1390	0.0000	50.0000
10908	0.0341	0.0000	50.0000
10909	0.0348	0.0000	50.0000
10910	0.0425	80.6790	45.6976
10911	0.1857	57.1870	45.8963
10912	0.3693	45.9265	27.6111
10913	0.0383	238.7967	45.0130
10914	0.0759	311.9796	44.8300
10915	0.0395	0.0000	50.0000
10916	0.3329	0.0000	50.0000
10917	0.1955	0.0000	50.0000
10918	0.0575	16.8485	46.5360
10919	0.1794	49.3846	45.9785
10920	0.0285	0.0000	50.0000
10921	1.9107	23.0972	46.3803
10922	0.3006	6.1322	46.9940
10923	0.5618	0.0000	50.0000
10924	0.1998	5.2938	47.0557
10925	0.0149	23.8907	27.8180
10926	0.0811	18.8949	27.8881
10927	0.1681	0.0000	30.0000
10928	0.0621	0.0000	50.0000
10929	0.0157	130.1041	45.4073
10930	0.0075	119.3168	45.4611
10931	0.0163	130.1041	45.4073
10932	0.0122	0.0000	30.0000
10933	0.0131	0.0000	30.0000
10934	0.3659	0.0000	50.0000
10935	0.5261	348.7122	62.6530
10936	0.0296	256.8416	62.9492
10937	0.0417	256.8416	62.9492
10938	0.0265	198.5603	63.1902
10939	0.0383	198.5603	63.1902
10940	0.0176	231.7738	63.0462
10941	0.0256	175.6513	63.3024
10942	0.3299	175.6513	45.2160
10943	0.0446	233.5395	45.0279
10944	0.0787	233.5395	45.0279
10945	0.1213	134.2870	63.5424
10946	0.0472	130.9735	63.5644
10947	0.0544	0.0000	50.0000
10948	0.0789	0.0000	50.0000
10949	0.2090	0.0000	50.0000
10950	0.1708	0.0000	50.0000
10951	0.0819	0.0000	50.0000
10952	0.1128	0.0000	50.0000
10953	0.0107	0.0000	50.0000
10954	0.1306	0.0000	50.0000
10955	0.2221	0.0000	50.0000
10956	0.0513	0.0000	50.0000
10957	0.0813	0.0000	50.0000
10958	0.0907	0.0000	50.0000
10959	0.0804	0.0000	50.0000
10960	0.1043	0.0000	50.0000
10961	0.1113	0.0000	50.0000
10962	0.1362	0.0000	50.0000
10963	0.1051	0.5191	47.8851
10964	0.0722	0.8856	47.7167
10965	0.0969	0.9546	47.6921
10966	0.0364	0.4637	47.9191
10967	0.0376	2.5126	47.3506
10968	0.1647	20.1893	46.4475
10969	0.1612	36.2146	46.1472
10970	0.0299	3.1607	47.2629
10971	0.0264	1.8866	47.4564
10972	0.2620	61.8446	45.8519
10973	0.2077	54.4175	45.9243
10974	0.0942	1.6646	28.5008
10975	0.3413	9.6649	28.0772
10976	0.0279	0.0000	20.0000
10977	0.0130	52.7753	27.5649
10978	0.0566	131.5538	27.2402
10979	0.0612	52.7753	27.5649
10980	0.0145	0.0000	20.0000
10981	0.0578	0.0000	20.0000
10982	0.0512	0.0000	20.0000
10983	0.0355	37.6718	27.6757
10984	0.0538	14.8605	27.9578
10985	0.0603	50.5705	27.5792
10986	0.1060	0.0000	30.0000
10987	0.2668	14.8605	27.9578
10988	0.0080	0.0000	50.0000
10989	0.0630	0.0000	30.0000
10990	0.2449	14.0356	46.6233
10991	0.0689	95.6135	45.5964
10992	0.1746	0.0000	50.0000
10993	0.0113	0.0000	30.0000
10994	0.0463	0.0000	30.0000
10995	0.0145	0.0000	50.0000
10996	0.0619	0.0000	20.0000
10997	0.0619	69.0148	45.7888
10998	0.3150	95.2994	45.5984
10999	0.0425	0.0000	30.0000
11000	0.0485	0.0000	30.0000
11001	0.0096	67.7096	45.7999
11002	0.0244	95.2994	45.5984
11003	0.1521	0.0000	50.0000
11004	0.0335	0.0000	50.0000
11005	0.0083	0.0000	30.0000
11006	0.0504	0.0000	30.0000
11007	0.3066	0.0000	30.0000
11008	0.0068	6.1192	46.9949
11009	0.1012	0.0000	20.0000
11010	0.0800	58.3848	45.8846
11011	0.0915	1.8406	28.4792
11012	0.2305	0.7367	28.6657
11013	0.0390	0.0000	30.0000
11014	0.0849	67.2909	27.4821
11015	0.0718	0.8434	28.6396
11016	0.0549	46.6713	46.0097
11017	0.9251	19.9232	46.4541
11018	0.1748	0.0000	50.0000
