link	length	PCE	speed
5782	0.0176	9.6541	50.0000
5783	0.5070	9.6541	50.0000
5784	0.0166	4.0302	50.0000
5785	0.0311	524.3239	49.9993
5786	0.2008	1078.7500	69.9833
5787	0.0750	1078.7500	69.9154
5788	0.0241	1046.4926	69.9251
5789	0.0046	738.4577	69.9814
5790	0.0256	747.1230	69.9962
5791	0.0274	1046.4926	69.9251
5792	0.3464	0.0000	50.0000
5793	0.6853	2331.2630	68.2010
5794	0.4224	2331.2630	87.6870
5795	0.0087	0.0000	20.0000
5796	0.0125	0.0000	20.0000
5797	0.0186	540.1739	49.9962
5798	0.0190	0.0000	50.0000
5799	0.2522	57.1870	50.0000
5800	0.5832	0.7251	50.0000
5801	0.5768	3.3598	50.0000
5802	0.3194	0.0000	50.0000
5803	0.3917	33.1279	50.0000
5804	0.3204	33.5061	50.0000
5805	0.4105	0.0000	50.0000
5806	0.3687	0.0000	50.0000
5807	0.2405	0.7251	50.0000
5808	0.2080	0.0000	50.0000
5809	0.1677	0.0000	50.0000
5810	0.0302	224.3747	49.9982
5811	0.0292	342.9376	49.9901
5812	0.0106	0.0000	70.0000
5813	0.0238	438.3888	49.9736
5814	0.0098	0.0000	70.0000
5815	0.0526	438.3888	49.9736
5816	1.1803	0.0000	50.0000
5817	0.0467	0.0000	50.0000
5818	0.0159	249.1928	119.9934
5819	0.0106	0.0000	50.0000
5820	0.0261	199.4456	49.9989
5821	0.0324	328.0021	119.9802
5822	0.0309	5.2346	120.0000
5823	0.1511	5.2346	120.0000
5824	0.0161	5.2346	120.0000
5825	0.0157	172.7422	119.9985
5826	0.6156	434.0407	119.9392
5827	0.1677	70.6483	50.0000
5828	0.1805	1.7150	50.0000
5829	0.2361	0.0250	50.0000
5830	0.0462	105.2505	69.9999
5831	0.2867	105.2505	69.9999
5832	0.0881	105.2505	69.9999
5833	0.2929	105.2505	69.9999
5834	0.0607	371.2925	69.9810
5835	0.0097	0.0000	50.0000
5836	0.0023	105.2505	49.9999
5837	0.0582	105.2505	50.0000
5838	0.0585	71.0533	50.0000
5839	0.0534	16.8895	30.0000
5840	0.1112	0.0794	30.0000
5841	0.0627	105.2505	69.9999
5842	0.7104	0.0794	30.0000
5843	0.2633	0.0000	30.0000
5844	0.0117	105.2505	50.0000
5845	0.0283	71.0533	50.0000
5846	0.0075	0.0000	50.0000
5847	0.1952	0.0000	50.0000
5848	0.2548	57.1870	50.0000
5849	0.0832	382.6611	69.9987
5850	0.0619	414.4603	69.9982
5851	0.0856	2.4110	50.0000
5852	0.0747	2.0182	50.0000
5853	0.0688	414.0676	69.9996
5854	0.3423	382.6611	69.9987
5855	0.2149	414.0676	69.9982
5856	0.0605	245.9035	69.9998
5857	0.0877	168.1641	69.9992
5858	0.0241	245.9035	69.9998
5859	0.1012	245.9035	69.9998
5860	0.0420	152.6067	69.9995
5861	0.0426	255.1180	49.9970
5862	0.0892	382.6611	69.9987
5863	0.0216	15.5574	70.0000
5864	0.0542	270.6754	49.9962
5865	0.1300	59.6858	30.0000
5866	0.0054	0.4509	30.0000
5867	0.0952	17.8720	30.0000
5868	0.2613	17.3565	30.0000
5869	0.0139	16.3721	50.0000
5870	1.1588	91.2751	50.0000
5871	0.0780	66.4539	50.0000
5872	0.3506	57.2726	50.0000
5873	0.1405	3.9913	50.0000
5874	0.5123	0.0000	50.0000
5875	0.1701	51.4916	50.0000
5876	0.3236	114.1851	49.9999
5877	0.0233	1.0066	30.0000
5878	0.0520	1.0066	30.0000
5879	0.0211	1.0066	30.0000
5880	0.0580	371.2925	69.9988
5881	0.0713	19.0061	30.0000
5882	0.1485	23.4792	50.0000
5883	0.0799	356.4544	69.9990
5884	0.0049	0.0000	20.0000
5885	0.0373	0.0000	20.0000
5886	0.3538	3788.0735	120.0000
5887	0.0065	110.4254	69.9999
5888	0.2155	11.7154	50.0000
5889	0.0277	43.2151	30.0000
5890	0.4562	0.0000	50.0000
5891	0.0478	0.0000	50.0000
5892	0.3970	0.0000	50.0000
5893	0.0176	0.0000	50.0000
5894	0.0368	10.8934	30.0000
5895	0.0277	10.8934	30.0000
5896	0.0280	10.8934	30.0000
5897	0.0088	80.6790	50.0000
5898	0.0556	0.0000	30.0000
5899	0.0131	0.0000	30.0000
5900	0.0361	0.0000	50.0000
5901	0.0287	105.2505	49.9999
5902	0.1102	71.0533	50.0000
5903	0.0168	105.2505	50.0000
5904	0.0288	62.2173	50.0000
5905	0.0120	63.3118	30.0000
5906	0.0680	63.3118	30.0000
5907	0.0261	63.3118	30.0000
5908	0.0302	63.3118	30.0000
5909	0.0511	63.3118	30.0000
5910	0.0444	62.9468	30.0000
5911	0.0385	0.0000	50.0000
5912	0.0170	49.4367	50.0000
5913	0.0088	357.7733	49.9999
5914	0.0156	0.0000	50.0000
5915	0.2742	0.0000	50.0000
5916	0.0270	0.7127	30.0000
5917	0.0386	1.5712	50.0000
5918	0.1787	5.9640	50.0000
5919	0.1183	0.0000	50.0000
5920	0.3001	22.5335	50.0000
5921	0.0455	0.0000	30.0000
5922	0.0059	61.1578	50.0000
5923	0.1862	16.6806	50.0000
5924	0.3865	811.8516	119.9908
5925	0.0395	811.8516	119.9908
5926	2.5815	0.0000	120.0000
5927	2.5743	0.0000	120.0000
5928	0.0393	1540.7205	119.8808
5929	0.0433	1540.7205	119.8808
5930	0.1013	233.5395	29.9987
5931	0.2177	0.0000	50.0000
5932	0.0084	0.0000	30.0000
5933	0.0135	0.0000	30.0000
5934	0.1385	0.0000	30.0000
5935	0.0048	0.0000	30.0000
5936	0.4536	26.1034	50.0000
5937	0.0296	0.0000	50.0000
5938	0.0797	0.0000	50.0000
5939	0.0721	0.0000	50.0000
5940	0.0673	0.0000	50.0000
5941	0.0476	0.0000	50.0000
5942	0.0401	60.4989	50.0000
5943	0.0127	50.1358	50.0000
5944	0.8981	0.0000	50.0000
5945	0.0093	537.2829	69.9948
5946	0.1097	70.8909	50.0000
5947	0.2634	151.1318	49.9996
5948	0.5889	2.0733	50.0000
5949	0.2922	0.0000	50.0000
5950	0.1096	3.7183	50.0000
5951	0.1745	25.4445	50.0000
5952	0.2573	23.2696	50.0000
5953	0.1730	3.5268	50.0000
5954	0.0083	25.3968	50.0000
5955	0.1106	26.2534	50.0000
5956	0.1447	1.5658	50.0000
5957	0.0497	32.4035	50.0000
5958	0.2612	1.2667	30.0000
5959	0.0950	1.2667	30.0000
5960	0.0662	0.0000	30.0000
5961	0.0449	0.0000	30.0000
5962	0.1309	0.0000	30.0000
5963	0.0081	74.3519	50.0000
5964	0.4174	86.8184	50.0000
5965	0.0332	108.1715	29.9999
5966	0.0354	90.6378	30.0000
5967	0.0336	0.0000	50.0000
5968	0.2157	16.8485	50.0000
5969	0.2520	0.0000	50.0000
5970	0.0055	577.3796	49.9207
5971	0.0266	735.4174	49.7919
5972	0.0276	0.0000	50.0000
5973	0.0550	0.0000	50.0000
5974	0.1132	0.0000	50.0000
5975	0.0270	0.0000	50.0000
5976	0.0503	0.0000	50.0000
5977	0.0060	0.0000	30.0000
5978	0.0458	0.0000	30.0000
5979	0.0849	0.0000	50.0000
5980	0.1741	0.0000	50.0000
5981	0.0142	31.7117	30.0000
5982	0.1472	44.4443	30.0000
5983	0.0723	140.5212	49.9997
5984	0.0349	633.9979	49.8848
5985	0.1758	186.9159	49.9991
5986	0.2128	4.5067	50.0000
5987	0.2489	7.7449	50.0000
5988	0.0616	2.8148	50.0000
5989	0.0377	0.0000	50.0000
5990	0.0292	0.0000	30.0000
5991	0.1920	0.0000	50.0000
5992	0.0806	0.0000	50.0000
5993	0.0857	0.0000	50.0000
5994	0.0615	0.0000	50.0000
5995	0.5133	16.0702	50.0000
5996	0.0407	247.2868	119.9936
5997	0.1737	755.3669	119.9651
5998	0.0740	0.0000	50.0000
5999	0.0355	0.0000	50.0000
6000	0.0607	52.1495	50.0000
6001	0.1190	43.6527	50.0000
6002	0.0547	0.0049	20.0000
6003	0.0443	38.0633	20.0000
6004	0.1350	81.6874	30.0000
6005	0.0376	0.0000	30.0000
6006	0.0256	175.8555	69.9990
6007	0.3938	179.9250	69.9990
6008	0.2409	0.0000	50.0000
6009	0.0150	0.0000	30.0000
6010	0.0131	0.0000	30.0000
6011	0.0259	138.3091	49.9997
6012	0.0293	186.4319	49.9991
6013	0.0063	312.8792	49.9932
6014	0.0283	138.3091	49.9997
6015	0.0390	0.0000	50.0000
6016	0.1625	138.3091	29.9998
6017	0.0614	0.0000	20.0000
6018	0.0048	186.4319	49.9991
6019	0.0227	266.4842	49.9964
6020	0.0151	266.4842	49.9964
6021	0.2692	1.9985	50.0000
6022	0.0613	0.0000	50.0000
6023	0.0406	0.0000	50.0000
6024	0.0904	143.4508	69.9996
6025	0.0259	149.4402	69.9995
6026	0.1177	0.0021	30.0000
6027	0.2224	0.0000	30.0000
6028	0.1063	0.8082	30.0000
6029	0.1133	1.3974	30.0000
6030	0.1025	2.3326	30.0000
6031	0.1593	0.9352	30.0000
6032	0.0299	0.0000	50.0000
6033	0.2148	0.0000	50.0000
6034	0.0598	0.0000	20.0000
6035	0.0304	0.0000	50.0000
6036	0.1320	0.0000	50.0000
6037	0.1300	0.0000	50.0000
6038	0.1384	41.9936	50.0000
6039	0.0210	821.8336	69.5467
6040	0.1507	232.8036	69.9971
6041	0.2664	0.0000	50.0000
6042	0.0114	221.5605	49.9983
6043	0.0726	0.0000	50.0000
6044	0.0945	0.0000	50.0000
6045	0.3144	0.0000	50.0000
6046	0.0205	0.0000	50.0000
6047	0.1056	0.0000	50.0000
6048	0.1059	193.9877	29.9994
6049	0.0469	512.5687	49.9969
6050	0.0122	0.0000	70.0000
6051	0.0176	232.8036	69.9998
6052	0.0110	232.8036	69.9998
6053	0.1102	0.0000	120.0000
6054	0.2594	0.0000	50.0000
6055	0.0130	706.6415	49.9889
6056	0.0476	7.0415	30.0000
6057	0.0771	194.3026	29.9994
6058	0.3661	0.0000	50.0000
6059	0.0494	77.5720	50.0000
6060	0.0675	0.0000	50.0000
6061	0.1696	108.7667	29.9999
6062	0.0057	10.8934	30.0000
6063	0.0207	10.8934	30.0000
6064	0.0429	122.0095	29.9999
6065	0.1393	0.0000	50.0000
6066	0.0271	0.0000	30.0000
6067	0.0203	65.9393	30.0000
6068	0.0913	44.3189	30.0000
6069	0.1510	510.6063	49.9970
6070	0.0933	7.0415	30.0000
6071	0.0565	0.0000	30.0000
6072	0.1170	0.0000	50.0000
6073	0.0744	41.0838	50.0000
6074	0.1835	24.6056	50.0000
6075	0.0366	0.0000	30.0000
6076	0.0989	0.0000	30.0000
6077	0.1175	0.0000	50.0000
6078	1.4023	0.0000	50.0000
6079	0.0685	0.0000	50.0000
6080	0.0177	84.6775	50.0000
6081	0.1249	0.0000	50.0000
6082	0.1054	0.0000	30.0000
6083	0.2922	2.3426	50.0000
6084	0.2016	238.6214	29.9986
6085	0.0383	33.1279	50.0000
6086	0.2463	33.5061	50.0000
6087	0.0529	65.9393	30.0000
6088	0.0645	65.9393	30.0000
6089	0.0391	14.9178	30.0000
6090	0.2081	0.0053	30.0000
6091	0.3229	14.9125	30.0000
6092	0.1680	510.6063	49.9970
6093	0.0460	505.4535	49.9971
6094	0.0174	5.1475	30.0000
6095	0.0096	510.6009	49.9970
6096	0.0837	0.0000	20.0000
6097	0.0842	64.4528	30.0000
6098	0.2032	68.2644	30.0000
6099	0.0294	122.0095	29.9999
6100	0.1461	146.7312	29.9998
6101	0.0354	14.9178	30.0000
6102	0.0635	20.0653	30.0000
6103	0.0277	0.0000	30.0000
6104	0.0233	20.0653	30.0000
6105	0.0092	5.1475	30.0000
6106	0.1153	62.5247	30.0000
6107	0.0093	0.0786	30.0000
6108	0.0080	81.6523	30.0000
6109	0.0116	81.5737	30.0000
6110	0.0104	0.0786	30.0000
6111	0.0110	0.0000	30.0000
6112	0.0879	48.3457	30.0000
6113	0.1001	63.8600	30.0000
6114	0.1103	0.0786	30.0000
6115	0.0794	61.1269	30.0000
6116	0.1120	26.2221	30.0000
6117	0.1655	23.1636	50.0000
6118	0.7101	0.0624	50.0000
6119	0.0279	0.0000	50.0000
6120	0.1032	0.0624	50.0000
6121	0.1897	6.1934	50.0000
6122	0.3040	0.0000	50.0000
6123	0.5212	0.0000	50.0000
6124	0.0062	223.8962	49.9982
6125	0.0083	421.1133	49.9775
6126	0.0083	13.7542	50.0000
6127	0.4336	13.8591	50.0000
6128	0.0082	0.0000	50.0000
6129	0.1052	0.0000	50.0000
6130	0.4280	0.0000	50.0000
6131	0.1468	0.0000	50.0000
6132	0.1281	0.0000	50.0000
6133	0.0751	220.1258	49.9983
6134	0.0925	104.2989	49.9999
6135	0.0347	52.9584	30.0000
6136	0.1550	130.9735	49.9998
6137	0.2313	134.0853	49.9998
6138	0.0714	0.0000	50.0000
6139	0.0227	149.7618	119.9991
6140	0.0079	166.4587	29.9997
6141	0.0140	192.1140	50.0000
6142	0.1115	18.8703	30.0000
6143	0.0845	459.6723	49.9996
6144	0.5125	0.0035	50.0000
6145	0.1912	0.0000	50.0000
6146	0.1163	0.0000	50.0000
6147	0.0374	0.0000	50.0000
6148	0.0432	0.0000	50.0000
6149	0.1907	0.0000	50.0000
6150	0.2212	261.3696	119.9920
6151	0.0855	811.8516	119.9971
6152	0.0210	74.8055	70.0000
6153	0.1126	407.1907	69.9725
6154	0.0343	342.8376	49.9901
6155	0.4402	1070.8777	119.9912
6156	0.1045	704.5097	49.9890
6157	0.0940	515.3714	49.9496
6158	0.3305	1845.7011	120.0000
6159	0.0363	704.5097	49.9890
6160	0.0156	0.0000	50.0000
6161	0.1011	575.4437	119.9883
6162	0.1794	1384.9517	119.9222
6163	0.0182	737.5372	49.9868
6164	0.0172	278.2952	49.9997
6165	0.1193	2088.1057	119.8728
6166	0.4008	2088.1057	119.5989
6167	0.0537	482.3440	69.9966
6168	0.2643	236.4690	119.9946
6169	0.0327	687.5842	69.9972
6170	0.2030	812.5199	69.9728
6171	0.0697	122.9868	49.9998
6172	0.0123	42.5008	70.0000
6173	0.0338	42.5008	120.0000
6174	0.0330	232.8036	69.9998
6175	0.0208	51.4916	50.0000
6176	0.2770	67.3755	50.0000
6177	0.1838	2.7962	50.0000
6178	0.0124	41.8895	50.0000
6179	0.3078	2.3450	50.0000
6180	0.1308	21.9101	50.0000
6181	0.3486	0.0000	50.0000
6182	0.0982	21.9725	50.0000
6183	0.0196	21.9725	50.0000
6184	0.0186	45.9563	50.0000
6185	0.4874	10.1951	50.0000
6186	0.0381	217.6305	49.9984
6187	0.1526	0.0000	50.0000
6188	0.0712	233.5395	49.9979
6189	0.0580	0.8486	30.0000
6190	0.0791	0.0015	30.0000
6191	0.0151	3.4166	30.0000
6192	0.1053	21.4464	50.0000
6193	0.1195	0.1142	30.0000
6194	0.2882	0.0000	30.0000
6195	0.1107	0.0844	30.0000
6196	0.1354	92.7594	30.0000
6197	0.0850	92.8438	30.0000
6198	0.1560	2.8861	30.0000
6199	0.0543	0.0000	30.0000
6200	0.0129	28.1977	50.0000
6201	0.6441	28.1977	50.0000
6202	0.0728	35.0328	30.0000
6203	0.2067	3.3317	30.0000
6204	0.1346	31.7011	30.0000
6205	0.0118	23.6616	30.0000
6206	0.1463	0.0000	30.0000
6207	0.0917	2.8876	30.0000
6208	0.0330	0.0844	30.0000
6209	0.0575	0.0000	50.0000
6210	0.0150	0.0000	30.0000
6211	0.1848	0.0000	30.0000
6212	0.0993	0.7251	50.0000
6213	0.1661	0.0000	50.0000
6214	0.2289	0.7251	50.0000
6215	0.2512	0.0000	50.0000
6216	0.0243	0.0000	50.0000
6217	0.0030	0.0000	50.0000
6218	0.3075	0.0000	50.0000
6219	0.1092	16.3721	50.0000
6220	0.4160	12.8656	50.0000
6221	0.0759	4.1582	50.0000
6222	0.0883	251.0215	29.9983
6223	0.0723	76.7208	30.0000
6224	0.0438	0.0000	30.0000
6225	0.0624	0.0000	30.0000
6226	0.0264	251.0215	29.9983
6227	0.0025	562.2678	49.9955
6228	0.0352	562.2678	49.9955
6229	0.0859	0.5221	30.0000
6230	0.4692	0.0000	50.0000
6231	0.2571	44.7589	30.0000
6232	0.1035	0.0000	30.0000
6233	0.2702	0.0000	50.0000
6234	0.2237	0.0000	30.0000
6235	0.0155	348.7122	69.9852
6236	0.1760	3.3577	50.0000
6237	0.1963	3.3577	50.0000
6238	0.2058	0.0000	30.0000
6239	0.0082	455.8643	49.9692
6240	0.1292	53.2235	30.0000
6241	0.1468	0.0000	50.0000
6242	0.0592	0.0000	30.0000
6243	0.0221	0.0000	30.0000
6244	0.3252	0.0000	50.0000
6245	0.2428	0.0000	50.0000
6246	0.0585	0.0000	30.0000
6247	0.0799	0.0000	30.0000
6248	0.3266	0.0000	50.0000
6249	0.0689	0.3706	50.0000
6250	0.0013	0.0000	50.0000
6251	0.0080	0.0000	50.0000
6252	0.0026	0.0000	50.0000
6253	0.1294	0.0000	50.0000
6254	0.0034	0.0000	50.0000
6255	0.0036	0.0000	50.0000
6256	0.0549	0.0000	50.0000
6257	0.2445	0.0000	50.0000
6258	0.0950	0.0000	50.0000
6259	0.0052	90.6378	30.0000
6260	0.0760	0.0000	30.0000
6261	0.4550	0.0000	50.0000
6262	0.0596	0.0000	50.0000
6263	0.4540	0.0000	50.0000
6264	0.0752	0.0000	50.0000
6265	0.3130	0.0000	50.0000
6266	0.0344	0.0000	50.0000
6267	0.0406	0.0000	50.0000
6268	0.0035	0.0000	50.0000
6269	0.5824	0.0000	50.0000
6270	0.3537	0.0000	50.0000
6271	0.5586	0.0000	50.0000
6272	0.3380	0.0000	50.0000
6273	0.0622	0.0000	50.0000
6274	0.0142	114.2996	29.9999
6275	0.0122	13.7930	30.0000
6276	0.2521	0.0000	50.0000
6277	0.1652	6.3145	50.0000
6278	0.1466	3.5997	50.0000
6279	0.0103	13.8591	50.0000
6280	0.0092	0.0794	30.0000
6281	0.0193	1.3797	30.0000
6282	0.5558	82.4755	50.0000
6283	0.0130	36.6817	30.0000
6284	0.4059	36.6817	30.0000
6285	0.0318	0.0000	50.0000
6286	0.0786	0.0000	50.0000
6287	0.1682	0.0000	30.0000
6288	0.1660	36.6817	30.0000
6289	0.0796	0.0000	50.0000
6290	0.1854	0.0000	50.0000
6291	0.2637	0.0000	50.0000
6292	0.1468	0.0000	30.0000
6293	0.0491	36.6817	30.0000
6294	0.0449	0.0000	30.0000
6295	0.3260	0.0000	30.0000
6296	0.0435	0.0000	30.0000
6297	0.0182	0.0000	50.0000
6298	0.2497	0.0000	50.0000
6299	0.1792	262.4403	49.9966
6300	0.0389	3027.1771	118.2483
6301	0.5263	3027.1771	119.4402
6302	0.6510	3027.1771	119.4402
6303	0.0475	245.9035	69.9998
6304	0.0276	118.9480	69.9998
6305	0.0270	171.4747	49.9994
6306	0.1206	119.8850	49.9999
6307	0.0115	118.9480	49.9999
6308	0.0361	1078.7500	49.9396
6309	0.1045	0.0000	50.0000
6310	0.0409	4092.9567	119.2350
6311	0.2080	4092.9567	119.2350
6312	0.0906	35.5434	50.0000
6313	0.3535	18.7823	50.0000
6314	0.0304	24.6056	70.0000
6315	0.0224	0.0000	30.0000
6316	0.0449	0.0000	30.0000
6317	0.0196	0.0000	50.0000
6318	0.0117	0.0000	50.0000
6319	0.0567	0.0000	50.0000
6320	0.0274	260.8001	49.9967
6321	0.0114	0.0000	50.0000
6322	0.1219	0.0000	50.0000
6323	0.0122	0.0000	50.0000
6324	0.0055	0.0000	30.0000
6325	0.2824	218.0335	29.9990
6326	0.0470	4.8587	30.0000
6327	0.0582	260.8005	29.9980
6328	0.2544	47.7742	30.0000
6329	0.2830	0.0000	30.0000
6330	0.3802	37.6198	50.0000
6331	0.0897	21.6986	50.0000
6332	0.2648	0.0000	50.0000
6333	0.1700	33.1279	50.0000
6334	0.4154	0.0000	50.0000
6335	0.3815	0.0000	50.0000
6336	0.0574	0.0000	30.0000
6337	0.0048	469.0176	49.9655
6338	0.0390	75.2159	30.0000
6339	0.5398	4092.9567	119.2350
6340	0.1215	0.0000	50.0000
6341	0.1608	0.0000	30.0000
6342	0.0076	0.0000	30.0000
6343	0.0661	53.1262	50.0000
6344	0.0916	34.9321	30.0000
6345	0.0596	211.0516	49.9986
6346	0.0330	0.0000	20.0000
6347	0.0373	0.1210	50.0000
6348	0.0490	0.1339	50.0000
6349	0.0118	0.1108	30.0000
6350	0.0704	0.2447	30.0000
6351	0.1567	5.8004	50.0000
6352	0.0382	0.0000	30.0000
6353	0.0298	0.0000	30.0000
6354	0.0338	0.0012	30.0000
6355	0.0446	0.0000	30.0000
6356	0.1156	0.0000	30.0000
6357	0.0477	0.0000	30.0000
6358	0.1663	309.7364	29.9961
6359	0.0332	406.4515	29.9883
6360	0.0589	2088.1057	119.5989
6361	0.0765	1.2910	30.0000
6362	0.1161	0.0000	20.0000
6363	0.2088	0.5642	30.0000
6364	0.5508	175.8555	69.9990
6365	0.0912	0.0000	50.0000
6366	0.1586	0.0000	50.0000
6367	0.1549	198.0077	49.9999
6368	0.0636	5.5180	30.0000
6369	0.1565	0.0000	30.0000
6370	0.1762	0.0000	50.0000
6371	0.2465	33.1279	50.0000
6372	0.0062	0.0000	50.0000
6373	0.0745	0.0000	50.0000
6374	0.0377	0.0000	50.0000
6375	0.0215	0.0000	20.0000
6376	0.0074	0.0000	50.0000
6377	0.1049	0.0000	50.0000
6378	0.0114	0.0000	50.0000
6379	0.2797	0.0000	50.0000
6380	0.1184	0.0000	50.0000
6381	0.0040	0.0000	50.0000
6382	0.0098	0.0000	50.0000
6383	0.0149	0.0000	50.0000
6384	0.0343	0.0000	50.0000
6385	0.5594	27.9038	50.0000
6386	0.0356	0.0000	50.0000
6387	0.1251	0.0000	50.0000
6388	0.5262	0.0000	50.0000
6389	0.0465	0.0000	50.0000
6390	0.3105	0.0000	50.0000
6391	0.1171	0.0000	50.0000
6392	0.0656	0.0000	50.0000
6393	0.0382	0.0000	50.0000
6394	0.1995	0.0000	50.0000
6395	0.0196	0.0000	30.0000
6396	0.0165	34.5824	50.0000
6397	0.0147	1.1742	50.0000
6398	0.0256	0.0000	30.0000
6399	0.0393	0.0000	30.0000
6400	0.0452	0.0000	30.0000
6401	0.0564	0.0000	30.0000
6402	0.0270	252.7243	49.9971
6403	0.0235	252.7243	49.9971
6404	0.0135	39.8386	50.0000
6405	0.0134	58.7198	50.0000
6406	0.0125	55.6666	50.0000
6407	0.0112	40.2469	50.0000
6408	0.0230	473.0042	69.9969
6409	0.4421	0.0000	50.0000
6410	0.0563	0.0000	50.0000
6411	0.4953	0.0000	50.0000
6412	0.0132	17.8521	50.0000
6413	0.1756	3.7662	50.0000
6414	0.0518	0.0000	30.0000
6415	0.0212	136.4234	69.9997
6416	0.1105	0.0000	30.0000
6417	0.0940	0.0000	30.0000
6418	0.0642	0.0000	30.0000
6419	0.0986	367.7989	29.9922
6420	0.0251	0.0000	30.0000
6421	0.0267	0.0000	30.0000
6422	0.2246	0.0000	30.0000
6423	0.0059	308.3792	49.9935
6424	0.0341	502.3125	49.9546
6425	0.1195	0.0000	50.0000
6426	0.0285	4.1758	30.0000
6427	0.0397	2.2196	30.0000
6428	0.1386	1.1898	30.0000
6429	0.0998	130.1041	49.9998
6430	0.0036	0.0000	50.0000
6431	0.0044	27.3428	50.0000
6432	0.1531	224.8562	49.9982
6433	0.0826	223.8962	49.9982
6434	0.0298	419.5393	49.9779
6435	0.1219	52.3145	50.0000
6436	0.1242	5.9106	50.0000
6437	0.0524	0.0000	50.0000
6438	0.2313	16.0967	50.0000
6439	0.0094	25.9592	50.0000
6440	0.0581	12.6156	30.0000
6441	0.0445	12.5588	50.0000
6442	0.0525	12.5588	30.0000
6443	0.4024	12.6156	50.0000
6444	0.1267	0.0000	30.0000
6445	0.0285	10.8934	30.0000
6446	0.0361	0.0000	50.0000
6447	0.0281	0.0000	50.0000
6448	0.0275	0.0000	50.0000
6449	0.0050	55.4011	30.0000
6450	0.0250	24.5814	20.0000
6451	0.1698	280.2892	49.9956
6452	0.1287	0.0000	50.0000
6453	0.0113	97.6581	49.9999
6454	0.1506	124.5824	49.9998
6455	0.0122	74.9717	50.0000
6456	0.0093	0.6198	50.0000
6457	0.0214	74.3519	50.0000
6458	0.0221	74.9717	50.0000
6459	0.0080	0.0001	50.0000
6460	0.0041	81.8143	50.0000
6461	0.0212	81.8143	50.0000
6462	0.0089	0.0000	30.0000
6463	0.0758	0.0000	50.0000
6464	0.0108	77.7841	50.0000
6465	0.2550	0.0000	30.0000
6466	0.2409	0.0000	30.0000
6467	0.0377	8.9572	30.0000
6468	0.1353	0.0000	30.0000
6469	0.2558	0.0000	50.0000
6470	0.0550	2.8758	30.0000
6471	0.2784	0.8261	50.0000
6472	0.1162	300.4518	69.9919
6473	0.0620	33.0286	30.0000
6474	0.1436	3.7422	50.0000
6475	0.2224	117.3377	49.9999
6476	0.1894	65.1802	50.0000
6477	0.1995	69.6646	50.0000
6478	0.4771	0.0000	30.0000
6479	0.0125	181.6232	29.9995
6480	0.2436	29.3437	50.0000
6481	0.3139	74.3969	50.0000
6482	0.3638	90.0914	50.0000
6483	0.2781	34.8754	50.0000
6484	0.0202	0.0000	50.0000
6485	0.0077	71.7401	50.0000
6486	0.0135	76.2245	50.0000
6487	0.0275	0.1582	50.0000
6488	0.0673	12.3984	50.0000
6489	0.0350	0.1702	50.0000
6490	0.0959	12.3984	50.0000
6491	0.1981	13.4018	50.0000
6492	0.1013	12.3984	50.0000
6493	0.0716	0.0000	30.0000
6494	0.2127	0.0000	30.0000
6495	0.1208	13.4018	50.0000
6496	0.1424	13.9567	50.0000
6497	0.1973	0.0000	30.0000
6498	0.1463	81.1896	50.0000
6499	0.0438	0.0000	30.0000
6500	0.0132	1.7616	50.0000
6501	0.4267	0.3284	50.0000
6502	0.0558	0.0000	50.0000
6503	0.1308	70.8148	50.0000
6504	0.2613	36.6817	30.0000
6505	0.0905	0.5195	50.0000
6506	0.2926	0.7027	50.0000
6507	0.1420	315.3818	69.9994
6508	0.0288	168.1025	70.0000
6509	0.0365	147.2792	69.9995
6510	0.0109	0.0000	70.0000
6511	0.0019	315.3818	69.9994
6512	0.0058	87.4382	50.0000
6513	0.0572	0.0000	30.0000
6514	0.0292	0.0000	30.0000
6515	0.0487	0.0000	30.0000
6516	0.0164	0.0000	30.0000
6517	0.0205	86.8184	50.0000
6518	0.0972	0.0000	30.0000
6519	0.1448	47.3419	50.0000
6520	0.0525	631.4561	49.8867
6521	0.0130	0.0000	50.0000
6522	0.0890	0.0000	50.0000
6523	0.0147	0.0000	50.0000
6524	0.0401	185.6836	49.9992
6525	0.0569	0.0000	50.0000
6526	0.0393	0.0000	50.0000
6527	0.1200	0.0000	50.0000
6528	0.1501	33.5061	50.0000
6529	0.0251	0.0000	50.0000
6530	0.0512	0.0000	50.0000
6531	0.5947	0.0003	50.0000
6532	0.0572	39.3316	70.0000
6533	0.1743	0.0000	50.0000
6534	0.1639	0.0000	20.0000
6535	0.0838	22.9213	50.0000
6536	0.1741	0.0000	50.0000
6537	0.0987	0.0000	50.0000
6538	0.0205	253.8406	49.9998
6539	0.0222	629.5354	49.8880
6540	0.0695	25.1070	50.0000
6541	0.0780	0.0000	30.0000
6542	0.2154	1.8615	30.0000
6543	0.0889	1.4496	30.0000
6544	0.0701	0.0000	30.0000
6545	0.3709	0.0000	50.0000
6546	0.0055	0.0000	50.0000
6547	0.0096	313.2800	69.9994
6548	0.1755	19.0061	30.0000
6549	0.0268	300.4518	69.9919
6550	0.0212	0.0000	20.0000
6551	0.0784	0.0000	20.0000
6552	0.0104	81.5737	30.0000
6553	0.1541	2.2848	30.0000
6554	0.1635	0.0393	30.0000
6555	0.1050	1.0552	30.0000
6556	0.1443	3.3186	30.0000
